rank,key,category,source,sample_name,count,failed,slow,total_elapsed_ms,total_share_percent,average_elapsed_ms,max_elapsed_ms,max_load,total_payload_bytes,total_output_bytes
1,newengine-plugin-host,*,newengine-plugin-host,plugin_load:C:/Users/Aiden/Documents/Repos/NorthStar/pluginsRuntime/aurelia-ui-0.5.12-release.dll,10,1,0,39.322400,94.346286,3.932240,8.220000,0.493101,0,0
2,engine.render.vulkan,*,engine.render.vulkan,engine.ui.loading.status.v1,4,1,0,2.356400,5.653714,0.589100,2.356400,0.141356,0,0
